# ----------------------------------------
# Google Analytics 4 - Landing page report
# Start date: 20250401
# End date: 20260430
# ----------------------------------------
Date,Landing page,Sessions,Engaged sessions,Bounce rate,Conversions,Total revenue
20260119,/lp/spf-bundle-20-off,2389,1279,0.4648,148,9804.32
20260119,/lp/skincare-routine-quiz,1696,782,0.5390,66,4707.97
20260119,/products/vitamin-c-serum,1105,546,0.5062,47,3202.95
20260119,/collections/bestsellers,770,315,0.5911,22,1499.15
20260119,/,573,176,0.6923,9,595.09
20260120,/lp/free-serum-sample,2958,1221,0.5871,120,8464.15
20260120,/lp/spf-bundle-20-off,2426,1256,0.4823,149,10290.99
20260120,/lp/skincare-routine-quiz,1618,763,0.5286,62,4443.58
20260120,/products/vitamin-c-serum,1059,517,0.5114,46,2950.78
20260120,/collections/bestsellers,712,301,0.5768,19,1309.07
20260120,/,567,196,0.6551,9,583.40
20260121,/lp/free-serum-sample,2240,950,0.5759,84,6220.81
20260121,/lp/spf-bundle-20-off,2020,1035,0.4878,133,9055.27
20260121,/lp/skincare-routine-quiz,1417,655,0.5376,54,3625.13
20260121,/products/vitamin-c-serum,1006,483,0.5195,41,2743.00
20260121,/collections/bestsellers,620,256,0.5869,16,1178.85
20260121,/,481,156,0.6752,8,565.28
20260122,/lp/free-serum-sample,2218,933,0.5794,90,6252.20
20260122,/lp/spf-bundle-20-off,2236,1179,0.4727,147,10229.11
20260122,/lp/skincare-routine-quiz,1351,641,0.5256,48,3291.62
20260122,/products/vitamin-c-serum,934,458,0.5097,42,2908.22
20260122,/collections/bestsellers,626,249,0.6027,18,1242.49
20260122,/,460,143,0.6891,8,541.67
20260123,/lp/free-serum-sample,2840,1177,0.5856,115,8111.03
20260123,/lp/spf-bundle-20-off,2527,1316,0.4791,155,9833.73
20260123,/lp/skincare-routine-quiz,1626,778,0.5216,63,4372.33
20260123,/products/vitamin-c-serum,1198,576,0.5195,51,3241.33
20260123,/collections/bestsellers,785,329,0.5809,22,1473.26
20260123,/,558,183,0.6717,9,596.31
20260124,/lp/free-serum-sample,2405,1016,0.5777,92,6725.07
20260124,/lp/spf-bundle-20-off,2038,1084,0.4683,126,9050.89
20260124,/lp/skincare-routine-quiz,1586,729,0.5406,57,3835.88
20260124,/products/vitamin-c-serum,1004,505,0.4970,43,2959.44
20260124,/collections/bestsellers,699,298,0.5735,19,1297.94
20260124,/,500,165,0.6696,8,541.02
20260125,/lp/free-serum-sample,2457,1027,0.5819,93,5986.50
20260125,/lp/spf-bundle-20-off,2263,1201,0.4694,138,9906.94
20260125,/lp/skincare-routine-quiz,1501,728,0.5151,57,3660.60
20260125,/products/vitamin-c-serum,1052,511,0.5139,46,3294.00
20260125,/collections/bestsellers,649,266,0.5906,18,1188.19
20260125,/,491,164,0.6659,8,570.83
20260126,/lp/free-serum-sample,3151,1289,0.5908,122,8604.29
20260126,/lp/spf-bundle-20-off,2431,1299,0.4658,149,9870.60
20260126,/lp/skincare-routine-quiz,1670,798,0.5219,64,4652.45
20260126,/products/vitamin-c-serum,1101,553,0.4973,48,3217.92
20260126,/collections/bestsellers,730,295,0.5960,20,1408.45
20260126,/,559,189,0.6627,9,644.31
20260127,/lp/free-serum-sample,2569,1098,0.5726,99,6831.52
20260127,/lp/spf-bundle-20-off,2248,1169,0.4801,137,9010.48
20260127,/lp/skincare-routine-quiz,1589,743,0.5326,56,3907.33
20260127,/products/vitamin-c-serum,1054,508,0.5181,47,3218.76
20260127,/collections/bestsellers,688,285,0.5864,19,1265.85
20260127,/,481,154,0.6794,7,490.55
20260128,/lp/free-serum-sample,2709,1108,0.5911,105,7063.05
20260128,/lp/spf-bundle-20-off,2138,1121,0.4759,142,9998.77
20260128,/lp/skincare-routine-quiz,1725,793,0.5402,67,4293.13
20260128,/products/vitamin-c-serum,1137,565,0.5027,49,3215.48
20260128,/collections/bestsellers,725,295,0.5927,21,1390.06
20260128,/,501,169,0.6617,8,532.39
20260129,/lp/free-serum-sample,2841,1233,0.5661,109,7255.37
20260129,/lp/spf-bundle-20-off,2483,1335,0.4625,154,10440.37
20260129,/lp/skincare-routine-quiz,1711,797,0.5339,61,4262.18
20260129,/products/vitamin-c-serum,1232,608,0.5063,52,3628.97
20260129,/collections/bestsellers,784,330,0.5795,21,1344.52
20260129,/,539,176,0.6741,9,630.88
20260130,/lp/free-serum-sample,3107,1304,0.5804,118,7997.51
20260130,/lp/spf-bundle-20-off,2527,1301,0.4851,150,10092.78
20260130,/lp/skincare-routine-quiz,1718,792,0.5391,61,4386.02
20260130,/products/vitamin-c-serum,1218,598,0.5090,54,3658.14
20260130,/collections/bestsellers,822,347,0.5776,22,1463.41
20260130,/,561,174,0.6903,9,622.18
20260131,/lp/free-serum-sample,3000,1245,0.5849,124,8385.05
20260131,/lp/spf-bundle-20-off,2758,1474,0.4657,177,12784.90
20260131,/lp/skincare-routine-quiz,1856,904,0.5127,67,4778.66
20260131,/products/vitamin-c-serum,1174,591,0.4964,50,3464.06
20260131,/collections/bestsellers,779,336,0.5690,21,1465.83
20260131,/,562,190,0.6611,9,611.55
20260201,/lp/free-serum-sample,2758,1143,0.5855,113,7205.18
20260201,/lp/spf-bundle-20-off,2355,1257,0.4661,151,10007.31
20260201,/lp/skincare-routine-quiz,1496,699,0.5328,54,3792.23
20260201,/products/vitamin-c-serum,1026,514,0.4986,43,2839.76
20260201,/collections/bestsellers,672,282,0.5801,18,1176.29
20260201,/,545,181,0.6684,8,515.69
20260202,/lp/free-serum-sample,2885,1192,0.5868,114,7591.99
20260202,/lp/spf-bundle-20-off,2153,1126,0.4768,132,8857.59
20260202,/lp/skincare-routine-quiz,1739,835,0.5199,62,4342.51
20260202,/products/vitamin-c-serum,993,490,0.5069,42,2997.38
20260202,/collections/bestsellers,720,304,0.5775,21,1548.94
20260202,/,556,184,0.6686,9,605.35
20260203,/lp/free-serum-sample,2551,1070,0.5806,99,6998.47
20260203,/lp/spf-bundle-20-off,2277,1174,0.4842,147,9936.65
20260203,/lp/skincare-routine-quiz,1556,757,0.5133,56,3741.56
20260203,/products/vitamin-c-serum,1038,511,0.5081,46,3179.19
20260203,/collections/bestsellers,678,272,0.5987,19,1325.39
20260203,/,527,181,0.6558,9,611.73
20260204,/lp/free-serum-sample,3051,1286,0.5786,122,8423.47
20260204,/lp/spf-bundle-20-off,2533,1304,0.4850,155,11113.93
20260204,/lp/skincare-routine-quiz,1619,793,0.5103,60,4169.38
20260204,/products/vitamin-c-serum,1205,604,0.4989,54,3927.27
20260204,/collections/bestsellers,803,336,0.5819,22,1616.31
20260204,/,610,213,0.6508,10,684.98
20260205,/lp/free-serum-sample,2902,1223,0.5785,113,7674.14
20260205,/lp/spf-bundle-20-off,2248,1195,0.4684,148,10708.43
20260205,/lp/skincare-routine-quiz,1560,763,0.5111,58,3854.51
20260205,/products/vitamin-c-serum,1047,529,0.4952,43,3100.07
20260205,/collections/bestsellers,695,296,0.5744,20,1461.35
20260205,/,560,176,0.6862,8,531.72
20260206,/lp/free-serum-sample,2818,1172,0.5841,109,7495.27
20260206,/lp/spf-bundle-20-off,2547,1321,0.4815,168,11270.70
20260206,/lp/skincare-routine-quiz,1761,829,0.5292,69,4871.75
20260206,/products/vitamin-c-serum,1143,572,0.4996,47,3174.23
20260206,/collections/bestsellers,827,332,0.5986,24,1674.48
20260206,/,546,180,0.6699,8,527.67
20260207,/lp/free-serum-sample,3025,1342,0.5564,120,8000.87
20260207,/lp/spf-bundle-20-off,2500,1298,0.4806,153,10143.99
20260207,/lp/skincare-routine-quiz,1609,773,0.5197,64,4258.91
20260207,/products/vitamin-c-serum,1244,623,0.4988,51,3580.08
20260207,/collections/bestsellers,769,316,0.5894,21,1486.06
20260207,/,619,214,0.6545,10,712.49
20260208,/lp/free-serum-sample,2768,1190,0.5701,114,8100.36
20260208,/lp/spf-bundle-20-off,2334,1246,0.4660,155,9987.85
20260208,/lp/skincare-routine-quiz,1439,696,0.5160,51,3592.33
20260208,/products/vitamin-c-serum,1088,522,0.5204,46,3160.13
20260208,/collections/bestsellers,676,276,0.5917,20,1278.86
20260208,/,521,169,0.6748,8,519.30
20260209,/lp/free-serum-sample,3025,1302,0.5695,120,8501.69
20260209,/lp/spf-bundle-20-off,2489,1315,0.4718,162,10925.86
20260209,/lp/skincare-routine-quiz,1895,879,0.5359,68,4304.57
20260209,/products/vitamin-c-serum,1291,636,0.5074,53,3561.01
20260209,/collections/bestsellers,863,371,0.5696,24,1549.30
20260209,/,555,180,0.6749,9,635.70
20260210,/lp/free-serum-sample,2542,1058,0.5839,106,7193.30
20260210,/lp/spf-bundle-20-off,2334,1267,0.4571,139,9187.42
20260210,/lp/skincare-routine-quiz,1683,816,0.5153,62,4429.51
20260210,/products/vitamin-c-serum,1164,574,0.5065,50,3452.11
20260210,/collections/bestsellers,734,314,0.5725,20,1368.89
20260210,/,550,173,0.6857,9,593.04
20260211,/lp/free-serum-sample,2674,1178,0.5593,107,7710.01
20260211,/lp/spf-bundle-20-off,2612,1398,0.4649,156,10735.94
20260211,/lp/skincare-routine-quiz,1729,817,0.5273,65,4833.16
20260211,/products/vitamin-c-serum,1193,588,0.5075,53,3645.19
20260211,/collections/bestsellers,765,318,0.5841,21,1447.81
20260211,/,570,189,0.6681,9,633.01
20260212,/lp/free-serum-sample,2647,1164,0.5603,113,7891.32
20260212,/lp/spf-bundle-20-off,2080,1109,0.4670,133,9038.93
20260212,/lp/skincare-routine-quiz,1503,726,0.5168,60,4139.36
20260212,/products/vitamin-c-serum,1029,514,0.5009,46,3134.07
20260212,/collections/bestsellers,675,284,0.5788,18,1255.29
20260212,/,523,163,0.6886,8,513.18
20260213,/lp/free-serum-sample,2924,1289,0.5590,120,7932.53
20260213,/lp/spf-bundle-20-off,2446,1308,0.4654,156,10863.05
20260213,/lp/skincare-routine-quiz,1709,834,0.5121,61,4378.75
20260213,/products/vitamin-c-serum,1213,595,0.5098,51,3387.40
20260213,/collections/bestsellers,734,308,0.5802,20,1412.38
20260213,/,562,176,0.6866,9,603.05
20260214,/lp/free-serum-sample,2778,1146,0.5876,117,8159.66
20260214,/lp/spf-bundle-20-off,2505,1351,0.4608,168,12229.81
20260214,/lp/skincare-routine-quiz,1585,765,0.5174,62,4241.56
20260214,/products/vitamin-c-serum,1054,532,0.4948,43,3059.62
20260214,/collections/bestsellers,707,304,0.5695,19,1277.10
20260214,/,557,182,0.6736,9,622.56
20260215,/lp/free-serum-sample,2967,1291,0.5650,115,8193.67
20260215,/lp/spf-bundle-20-off,2710,1476,0.4555,163,11928.07
20260215,/lp/skincare-routine-quiz,1709,801,0.5313,66,4518.12
20260215,/products/vitamin-c-serum,1290,624,0.5160,54,3708.14
20260215,/collections/bestsellers,864,345,0.6006,24,1650.27
20260215,/,615,205,0.6667,10,678.78
20260216,/lp/free-serum-sample,2910,1285,0.5584,114,8043.64
20260216,/lp/spf-bundle-20-off,2365,1240,0.4758,150,9580.37
20260216,/lp/skincare-routine-quiz,1603,777,0.5150,60,3866.32
20260216,/products/vitamin-c-serum,1101,527,0.5209,47,3133.54
20260216,/collections/bestsellers,718,310,0.5683,20,1268.69
20260216,/,541,179,0.6692,8,512.93
20260217,/lp/free-serum-sample,2609,1083,0.5848,110,7587.59
20260217,/lp/spf-bundle-20-off,2300,1206,0.4758,140,10227.34
20260217,/lp/skincare-routine-quiz,1476,710,0.5190,59,4133.85
20260217,/products/vitamin-c-serum,1081,520,0.5193,47,3328.02
20260217,/collections/bestsellers,665,272,0.5908,20,1314.19
20260217,/,545,184,0.6618,9,591.01
20260218,/lp/free-serum-sample,2939,1303,0.5567,117,8448.34
20260218,/lp/spf-bundle-20-off,2386,1278,0.4642,148,10204.98
20260218,/lp/skincare-routine-quiz,1626,760,0.5328,65,4496.69
20260218,/products/vitamin-c-serum,1212,600,0.5053,54,3857.71
20260218,/collections/bestsellers,707,285,0.5963,19,1309.05
20260218,/,576,195,0.6614,10,709.43
20260219,/lp/free-serum-sample,2975,1249,0.5803,117,7528.42
20260219,/lp/spf-bundle-20-off,2432,1261,0.4813,147,10044.44
20260219,/lp/skincare-routine-quiz,1902,938,0.5067,68,4429.52
20260219,/products/vitamin-c-serum,1224,622,0.4919,50,3265.81
20260219,/collections/bestsellers,760,325,0.5727,21,1514.10
20260219,/,610,198,0.6749,10,645.27
20260220,/lp/free-serum-sample,2800,1198,0.5722,112,8146.23
20260220,/lp/spf-bundle-20-off,2403,1311,0.4543,154,10977.77
20260220,/lp/skincare-routine-quiz,1828,854,0.5327,73,4974.19
20260220,/products/vitamin-c-serum,1085,540,0.5027,44,3220.88
20260220,/collections/bestsellers,761,309,0.5934,21,1430.95
20260220,/,542,171,0.6836,8,576.76
20260221,/lp/free-serum-sample,3107,1317,0.5761,132,9354.64
20260221,/lp/spf-bundle-20-off,2409,1250,0.4812,150,9962.54
20260221,/lp/skincare-routine-quiz,1707,824,0.5170,63,4421.81
20260221,/products/vitamin-c-serum,1092,549,0.4973,49,3395.65
20260221,/collections/bestsellers,820,332,0.5954,22,1421.90
20260221,/,540,170,0.6855,8,515.85
20260222,/lp/free-serum-sample,3102,1328,0.5720,124,8514.38
20260222,/lp/spf-bundle-20-off,2443,1326,0.4572,151,10443.72
20260222,/lp/skincare-routine-quiz,1706,840,0.5077,67,4528.38
20260222,/products/vitamin-c-serum,1144,572,0.5000,51,3338.70
20260222,/collections/bestsellers,827,338,0.5907,23,1610.00
20260222,/,533,187,0.6498,8,561.88
20260223,/lp/free-serum-sample,2694,1189,0.5586,116,8579.03
20260223,/lp/spf-bundle-20-off,2122,1148,0.4590,138,9870.98
20260223,/lp/skincare-routine-quiz,1629,770,0.5274,63,4568.08
20260223,/products/vitamin-c-serum,964,477,0.5050,42,3019.52
20260223,/collections/bestsellers,713,297,0.5830,21,1509.86
20260223,/,508,163,0.6783,8,566.60
20260224,/lp/free-serum-sample,2737,1227,0.5516,107,7777.07
20260224,/lp/spf-bundle-20-off,2534,1319,0.4796,164,11660.46
20260224,/lp/skincare-routine-quiz,1810,887,0.5101,67,4611.71
20260224,/products/vitamin-c-serum,1234,599,0.5148,56,3972.21
20260224,/collections/bestsellers,755,313,0.5851,20,1452.15
20260224,/,573,193,0.6626,10,700.27
20260225,/lp/free-serum-sample,2630,1106,0.5795,107,7606.90
20260225,/lp/spf-bundle-20-off,2060,1072,0.4798,136,8947.73
20260225,/lp/skincare-routine-quiz,1419,666,0.5307,52,3469.32
20260225,/products/vitamin-c-serum,1008,497,0.5068,43,2980.22
20260225,/collections/bestsellers,709,300,0.5764,21,1401.08
20260225,/,536,168,0.6857,8,535.22
20260226,/lp/free-serum-sample,2956,1322,0.5529,118,8252.09
20260226,/lp/spf-bundle-20-off,2665,1423,0.4661,168,11029.22
20260226,/lp/skincare-routine-quiz,1992,954,0.5209,79,5239.61
20260226,/products/vitamin-c-serum,1237,608,0.5085,51,3406.82
20260226,/collections/bestsellers,804,328,0.5921,24,1716.09
20260226,/,640,201,0.6852,10,700.13
20260227,/lp/free-serum-sample,2958,1269,0.5711,121,8491.53
20260227,/lp/spf-bundle-20-off,2503,1326,0.4701,158,11441.08
20260227,/lp/skincare-routine-quiz,1560,771,0.5056,63,4573.90
20260227,/products/vitamin-c-serum,1106,546,0.5067,48,3507.64
20260227,/collections/bestsellers,700,285,0.5924,19,1286.95
20260227,/,519,176,0.6610,8,534.87
20260228,/lp/free-serum-sample,2890,1218,0.5784,119,8272.23
20260228,/lp/spf-bundle-20-off,2531,1358,0.4635,160,11591.62
20260228,/lp/skincare-routine-quiz,1736,814,0.5312,64,4364.84
20260228,/products/vitamin-c-serum,1174,583,0.5038,52,3546.06
20260228,/collections/bestsellers,712,295,0.5861,20,1415.12
20260228,/,539,170,0.6841,8,593.65
20260301,/lp/free-serum-sample,2797,1235,0.5583,108,7436.50
20260301,/lp/spf-bundle-20-off,2796,1514,0.4586,176,11995.45
20260301,/lp/skincare-routine-quiz,1694,808,0.5232,63,4208.48
20260301,/products/vitamin-c-serum,1306,642,0.5086,60,3906.87
20260301,/collections/bestsellers,869,356,0.5909,24,1706.67
20260301,/,621,196,0.6839,11,755.69
20260302,/lp/free-serum-sample,2996,1280,0.5727,123,8867.94
20260302,/lp/spf-bundle-20-off,2643,1406,0.4680,167,12130.94
20260302,/lp/skincare-routine-quiz,1616,796,0.5075,62,4388.49
20260302,/products/vitamin-c-serum,1085,531,0.5102,45,3380.08
20260302,/collections/bestsellers,791,344,0.5656,23,1555.54
20260302,/,551,192,0.6515,9,607.81
20260303,/lp/free-serum-sample,2810,1264,0.5502,113,7778.51
20260303,/lp/spf-bundle-20-off,2735,1499,0.4520,183,12646.26
20260303,/lp/skincare-routine-quiz,1839,864,0.5303,73,5294.21
20260303,/products/vitamin-c-serum,1252,608,0.5146,52,3477.63
20260303,/collections/bestsellers,837,361,0.5692,25,1832.77
20260303,/,611,196,0.6788,10,684.07
20260304,/lp/free-serum-sample,3306,1485,0.5509,140,10143.73
20260304,/lp/spf-bundle-20-off,2765,1503,0.4563,184,12309.40
20260304,/lp/skincare-routine-quiz,1885,884,0.5309,76,5377.04
20260304,/products/vitamin-c-serum,1249,620,0.5036,54,3641.95
20260304,/collections/bestsellers,804,324,0.5971,23,1701.78
20260304,/,636,221,0.6528,11,773.99
20260305,/lp/free-serum-sample,3150,1399,0.5558,123,8218.03
20260305,/lp/spf-bundle-20-off,2489,1304,0.4761,166,11363.23
20260305,/lp/skincare-routine-quiz,1862,899,0.5170,74,5378.43
20260305,/products/vitamin-c-serum,1208,612,0.4937,53,3932.63
20260305,/collections/bestsellers,792,326,0.5883,22,1472.96
20260305,/,574,198,0.6555,9,612.19
20260306,/lp/free-serum-sample,3003,1270,0.5770,121,7765.97
20260306,/lp/spf-bundle-20-off,2905,1526,0.4746,175,11645.51
20260306,/lp/skincare-routine-quiz,1821,891,0.5109,71,4833.01
20260306,/products/vitamin-c-serum,1193,604,0.4937,50,3491.60
20260306,/collections/bestsellers,868,356,0.5895,24,1643.03
20260306,/,602,197,0.6731,9,648.24
20260307,/lp/free-serum-sample,3109,1328,0.5728,129,8725.75
20260307,/lp/spf-bundle-20-off,2558,1368,0.4652,157,10426.40
20260307,/lp/skincare-routine-quiz,1741,852,0.5106,66,4732.42
20260307,/products/vitamin-c-serum,1150,579,0.4961,49,3456.82
20260307,/collections/bestsellers,831,358,0.5697,23,1608.01
20260307,/,571,192,0.6635,10,641.37
20260308,/lp/free-serum-sample,3344,1488,0.5551,145,9401.60
20260308,/lp/spf-bundle-20-off,2842,1486,0.4770,187,13052.63
20260308,/lp/skincare-routine-quiz,2100,987,0.5299,81,5415.21
20260308,/products/vitamin-c-serum,1238,613,0.5050,54,3782.21
20260308,/collections/bestsellers,911,391,0.5709,25,1702.19
20260308,/,661,208,0.6856,10,718.54
20260309,/lp/free-serum-sample,3103,1382,0.5547,127,8958.97
20260309,/lp/spf-bundle-20-off,2668,1404,0.4737,179,11861.82
20260309,/lp/skincare-routine-quiz,1946,944,0.5151,71,4622.16
20260309,/products/vitamin-c-serum,1137,577,0.4923,48,3449.93
20260309,/collections/bestsellers,784,335,0.5722,23,1645.19
20260309,/,583,198,0.6610,10,665.48
20260310,/lp/free-serum-sample,2979,1264,0.5756,124,8938.21
20260310,/lp/spf-bundle-20-off,2347,1235,0.4738,149,11133.89
20260310,/lp/skincare-routine-quiz,1653,796,0.5184,61,4505.68
20260310,/products/vitamin-c-serum,1199,583,0.5139,54,3628.76
20260310,/collections/bestsellers,723,303,0.5808,21,1513.63
20260310,/,587,200,0.6590,10,696.47
20260311,/lp/free-serum-sample,2818,1222,0.5663,120,8606.99
20260311,/lp/spf-bundle-20-off,2564,1375,0.4638,171,12470.44
20260311,/lp/skincare-routine-quiz,1617,795,0.5085,61,4331.80
20260311,/products/vitamin-c-serum,1210,594,0.5088,54,3868.73
20260311,/collections/bestsellers,786,332,0.5771,22,1467.39
20260311,/,602,207,0.6568,10,704.46
20260312,/lp/free-serum-sample,3380,1427,0.5779,147,10181.47
20260312,/lp/spf-bundle-20-off,2688,1423,0.4707,168,11496.32
20260312,/lp/skincare-routine-quiz,1787,890,0.5019,68,4616.94
20260312,/products/vitamin-c-serum,1220,600,0.5083,54,3462.66
20260312,/collections/bestsellers,902,393,0.5638,27,1913.66
20260312,/,586,187,0.6811,9,620.65
20260313,/lp/free-serum-sample,2794,1265,0.5471,110,7239.55
20260313,/lp/spf-bundle-20-off,2480,1302,0.4748,157,10670.46
20260313,/lp/skincare-routine-quiz,1512,757,0.4995,55,3637.21
20260313,/products/vitamin-c-serum,1011,498,0.5074,43,2866.37
20260313,/collections/bestsellers,744,317,0.5745,22,1455.22
20260313,/,588,189,0.6785,9,600.12
20260314,/lp/free-serum-sample,2993,1302,0.5649,126,9073.06
20260314,/lp/spf-bundle-20-off,2364,1296,0.4518,151,9873.68
20260314,/lp/skincare-routine-quiz,1788,869,0.5141,71,4961.31
20260314,/products/vitamin-c-serum,1152,589,0.4884,50,3315.04
20260314,/collections/bestsellers,786,323,0.5885,23,1526.11
20260314,/,569,200,0.6484,10,679.37
20260315,/lp/free-serum-sample,2779,1239,0.5541,113,7527.51
20260315,/lp/spf-bundle-20-off,2761,1453,0.4736,169,11939.79
20260315,/lp/skincare-routine-quiz,1681,822,0.5108,63,4692.50
20260315,/products/vitamin-c-serum,1200,590,0.5085,54,3764.72
20260315,/collections/bestsellers,762,314,0.5876,23,1650.02
20260315,/,620,197,0.6815,11,745.34
20260316,/lp/free-serum-sample,3164,1394,0.5593,124,8291.47
20260316,/lp/spf-bundle-20-off,2906,1597,0.4503,187,13356.05
20260316,/lp/skincare-routine-quiz,1807,876,0.5154,68,4768.23
20260316,/products/vitamin-c-serum,1278,635,0.5035,58,3825.78
20260316,/collections/bestsellers,807,328,0.5933,24,1570.14
20260316,/,664,233,0.6484,10,704.31
20260317,/lp/free-serum-sample,2978,1341,0.5497,130,9033.68
20260317,/lp/spf-bundle-20-off,2512,1354,0.4610,166,11717.06
20260317,/lp/skincare-routine-quiz,1704,827,0.5147,68,4526.54
20260317,/products/vitamin-c-serum,1216,600,0.5066,52,3677.79
20260317,/collections/bestsellers,862,352,0.5920,25,1660.32
20260317,/,638,211,0.6686,10,666.90
20260318,/lp/free-serum-sample,2926,1242,0.5754,118,8515.58
20260318,/lp/spf-bundle-20-off,2550,1365,0.4649,160,11246.16
20260318,/lp/skincare-routine-quiz,1827,892,0.5118,67,4828.02
20260318,/products/vitamin-c-serum,1209,605,0.4992,54,3765.53
20260318,/collections/bestsellers,772,318,0.5881,23,1565.46
20260318,/,554,185,0.6667,9,598.12
20260319,/lp/free-serum-sample,2808,1269,0.5482,117,7720.15
20260319,/lp/spf-bundle-20-off,2440,1313,0.4617,156,10706.16
20260319,/lp/skincare-routine-quiz,1885,924,0.5097,75,5121.53
20260319,/products/vitamin-c-serum,1113,553,0.5029,49,3427.79
20260319,/collections/bestsellers,849,369,0.5658,26,1716.36
20260319,/,606,199,0.6713,10,686.86
20260320,/lp/free-serum-sample,3183,1350,0.5759,125,9118.02
20260320,/lp/spf-bundle-20-off,2726,1444,0.4703,172,11562.14
20260320,/lp/skincare-routine-quiz,1950,932,0.5221,75,5466.17
20260320,/products/vitamin-c-serum,1335,659,0.5064,60,4392.22
20260320,/collections/bestsellers,838,367,0.5616,24,1645.93
20260320,/,632,200,0.6838,11,821.06
20260321,/lp/free-serum-sample,3142,1384,0.5595,136,9900.64
20260321,/lp/spf-bundle-20-off,2589,1364,0.4731,177,12599.49
20260321,/lp/skincare-routine-quiz,1990,981,0.5069,81,5434.14
20260321,/products/vitamin-c-serum,1242,617,0.5033,56,3959.39
20260321,/collections/bestsellers,909,390,0.5709,28,1849.70
20260321,/,632,208,0.6703,10,728.41
20260322,/lp/free-serum-sample,3106,1388,0.5531,127,8553.77
20260322,/lp/spf-bundle-20-off,2660,1439,0.4592,181,13090.10
20260322,/lp/skincare-routine-quiz,1842,917,0.5020,74,5199.44
20260322,/products/vitamin-c-serum,1285,663,0.4840,59,3972.40
20260322,/collections/bestsellers,861,352,0.5907,27,1917.24
20260322,/,615,214,0.6514,11,752.97
20260323,/lp/free-serum-sample,3184,1370,0.5698,133,9445.03
20260323,/lp/spf-bundle-20-off,2745,1455,0.4701,177,13130.46
20260323,/lp/skincare-routine-quiz,1866,885,0.5257,75,5510.90
20260323,/products/vitamin-c-serum,1279,636,0.5030,56,3897.03
20260323,/collections/bestsellers,787,321,0.5915,24,1697.98
20260323,/,645,224,0.6524,11,791.35
20260324,/lp/free-serum-sample,3054,1328,0.5651,132,9959.65
20260324,/lp/spf-bundle-20-off,2758,1507,0.4535,183,12369.38
20260324,/lp/skincare-routine-quiz,1955,951,0.5135,75,5105.72
20260324,/products/vitamin-c-serum,1186,596,0.4978,54,3844.93
20260324,/collections/bestsellers,813,354,0.5641,24,1699.19
20260324,/,586,185,0.6844,10,705.38
20260325,/lp/free-serum-sample,3094,1378,0.5545,135,9895.63
20260325,/lp/spf-bundle-20-off,2844,1551,0.4548,177,11983.65
20260325,/lp/skincare-routine-quiz,1844,928,0.4970,71,5075.99
20260325,/products/vitamin-c-serum,1164,580,0.5020,49,3324.84
20260325,/collections/bestsellers,857,377,0.5598,24,1662.00
20260325,/,661,227,0.6569,11,743.07
20260326,/lp/free-serum-sample,3017,1349,0.5530,121,8781.99
20260326,/lp/spf-bundle-20-off,2536,1357,0.4648,169,11280.50
20260326,/lp/skincare-routine-quiz,1675,818,0.5114,62,4189.74
20260326,/products/vitamin-c-serum,1171,593,0.4936,52,3402.08
20260326,/collections/bestsellers,789,343,0.5650,24,1629.97
20260326,/,556,192,0.6544,10,689.18
20260327,/lp/free-serum-sample,3486,1488,0.5731,142,10267.62
20260327,/lp/spf-bundle-20-off,2840,1569,0.4475,175,11540.34
20260327,/lp/skincare-routine-quiz,2034,977,0.5195,80,5778.68
20260327,/products/vitamin-c-serum,1392,679,0.5125,62,4211.41
20260327,/collections/bestsellers,852,363,0.5737,25,1650.50
20260327,/,654,208,0.6813,11,762.90
20260328,/lp/free-serum-sample,3285,1406,0.5720,141,10239.82
20260328,/lp/spf-bundle-20-off,2758,1520,0.4490,179,12253.63
20260328,/lp/skincare-routine-quiz,1968,967,0.5086,75,5237.27
20260328,/products/vitamin-c-serum,1376,710,0.4842,59,4250.91
20260328,/collections/bestsellers,911,375,0.5888,27,1792.48
20260328,/,690,218,0.6839,12,864.37
20260329,/lp/free-serum-sample,2849,1214,0.5740,117,8079.16
20260329,/lp/spf-bundle-20-off,2496,1345,0.4613,155,11588.13
20260329,/lp/skincare-routine-quiz,1793,891,0.5030,72,5165.65
20260329,/products/vitamin-c-serum,1202,617,0.4867,56,4117.72
20260329,/collections/bestsellers,810,344,0.5753,25,1841.52
20260329,/,619,207,0.6651,11,822.26
20260330,/lp/free-serum-sample,2566,1130,0.5595,107,7103.54
20260330,/lp/spf-bundle-20-off,2342,1285,0.4512,157,10706.75
20260330,/lp/skincare-routine-quiz,1655,836,0.4950,61,4157.85
20260330,/products/vitamin-c-serum,1148,568,0.5056,51,3682.28
20260330,/collections/bestsellers,775,332,0.5714,22,1567.10
20260330,/,507,174,0.6566,8,564.30
20260331,/lp/free-serum-sample,2653,1214,0.5423,106,7969.65
20260331,/lp/spf-bundle-20-off,2475,1369,0.4467,152,11034.53
20260331,/lp/skincare-routine-quiz,1809,903,0.5007,72,5140.84
20260331,/products/vitamin-c-serum,1240,636,0.4873,54,3889.45
20260331,/collections/bestsellers,717,301,0.5795,20,1410.99
20260331,/,532,177,0.6671,9,677.20
20260401,/lp/free-serum-sample,2712,1233,0.5452,112,7893.24
20260401,/lp/spf-bundle-20-off,2499,1332,0.4668,171,11739.45
20260401,/lp/skincare-routine-quiz,1681,850,0.4946,62,4581.74
